Mean Bids Price,Mean Bids Size,Mean Asks Price,Mean Asks Size,Price After 1min
91218.98991990591,25.53574638294156,214234.25295626305,0.3150191067486734,118361.97
91259.42451270984,25.496767797345683,214889.1391282881,0.3150257206766491,118363.045
91255.75756483096,25.50136867900619,214607.68144632768,0.3159687950217917,118450.795
91243.7870453174,25.512419861607228,214694.70802116144,0.3116146456263629,118465.855
91258.8727090078,25.50009232203517,214535.87485270444,0.3153833168424018,118499.995
91284.82736079404,25.476008625364347,214538.7294426097,0.3160452376318969,118516.945
91291.26757917764,25.46891087489744,214616.4388808316,0.3107489415445975,118572.325
91283.0427768616,25.477688268509134,214718.4302677851,0.3107672014720116,118647.745
91285.97493373914,25.470720211685684,214679.46757536675,0.3147345824568757,118629.115
91282.32164684992,25.473015722995022,214408.53569086088,0.3142530859159232,118546.535
91282.64304892356,25.472906101057102,214538.91019961363,0.3148040597963619,118616.765
91295.99492822056,25.46008647112153,214485.73612098783,0.3146398070412677,118629.465
91290.24618612906,25.4658853689134,214416.4827242765,0.3144910780184887,118628.775
91305.88192358868,25.45133838300608,214494.3624722445,0.3144725914778761,118621.505
91319.25825654666,25.43926402771349,214780.0454022432,0.3155508915113371,118547.27
91305.45105398212,25.45122857765508,214757.34785115303,0.3155767223568779,118576.215
91302.86375704962,25.454635890197707,214688.34789783257,0.3148736720449601,118624.76
91308.18223271138,25.450551110112773,214826.0862589812,0.3152286168523452,118658.035
91294.87497987514,25.461700148120308,214974.491197445,0.315414900582956,118678.535
91298.411822849,25.460121334030102,215022.61320740983,0.3154685171274874,118709.645
91279.675518838,25.478543413171064,215211.78977792183,0.3166029981642081,118983.175
91319.24996516564,25.441186075182724,215582.94900414936,0.3160657808201123,118920.63
91314.25734439836,25.447136327026385,215487.84768918148,0.3171819794391611,118936.115
91312.86591998984,25.44631997512274,215480.05869310792,0.3175316853754876,118890.485
91327.98370203876,25.43272192256363,215874.54949567487,0.3164515199094173,119062.175
91334.50400316506,25.427862554890645,215804.6034534779,0.3177564242477371,119094.08
91327.00670888078,25.43574422964825,215647.7156671823,0.3176169870080599,119075.22
91316.98243839869,25.443659636449297,215994.89808399376,0.3174349093741318,119105.065
91316.77518259273,25.444388018839508,216035.6421096943,0.3178673203997057,119195.555
91317.2259344418,25.44196150872937,216273.972406588,0.3156679156981318,119025.995
91375.5221852086,25.39179774572598,215645.27588852728,0.318195024896664,118737.98
91378.59024774063,25.386609616411867,215207.67998217177,0.317109900041329,117954.425
91254.16985678449,25.51129248752882,214863.17645052835,0.3132688477369517,117953.895
91067.76440466676,25.679722948803263,214531.36906659216,0.3147727123930054,117965.305
91087.8326039604,25.65919381126029,214405.4473779904,0.3139085485079744,118480.32
91195.41149560956,25.570791992865555,214969.5146579517,0.3155749588756115,118685.435
91255.3024261369,25.504225436758908,215413.1747416633,0.3150647637372438,118686.05
91297.30859220531,25.465494059572244,215452.6690184888,0.3179886333143086,118711.915
91285.14114090982,25.47802392032334,215546.1332112971,0.3161098553902478,118710.885
91289.98138700477,25.47373840399556,215460.73101776672,0.3169872664185224,118796.735
91290.1300786054,25.47386635798098,215498.75828936783,0.317907388081068,118736.175
91299.38418301068,25.4649518385764,215420.3983019929,0.3177254905448409,118792.35
91281.68550475586,25.48166459084877,215529.42233145607,0.3154105751882542,118847.465
91320.16898812726,25.445534334683867,215545.78189330545,0.3179443703234631,118826.475
91290.88973377284,25.471224079207023,215468.4553352629,0.3165417018949992,118823.76
91318.99968465044,25.446334604328456,215468.8799734684,0.3172499889990352,118806.965
91307.2403515996,25.45769991122458,215382.71483653304,0.3174536617423086,118803.81
91294.9445900808,25.46955544560545,215398.2940314936,0.3177865258937897,118774.565
91307.9564869659,25.45663865536409,215523.0693926474,0.3186413780250985,118765.885
91325.69354038054,25.444230470925067,215566.22749919564,0.3186530869980695,118872.625
91329.61758657804,25.4412300452792,215947.98947321644,0.3179378196218793,118851.735
91309.15193106944,25.45905308111062,215892.25065810725,0.317179331310562,118899.39
91314.5064993349,25.45409591676601,215837.0348341538,0.3192913295303042,118910.405
91299.44028171246,25.467619101791048,215611.2521932367,0.3184824156223832,118801.52
91284.92003773228,25.48299897109392,215564.566244875,0.3175583811769435,118775.93
91305.67891958683,25.463712984143907,215647.1069115756,0.3181052319694533,118822.825
91312.86854862212,25.457274801787143,215686.75514354644,0.3166580857764374,118770.295
91259.47107553158,25.50546256640908,215584.0858322621,0.3157253563544345,118644.505
91299.78360965873,25.46799870137117,215645.885829582,0.3186358802564308,118606.975
91276.32947098002,25.48847738949477,215497.8851922305,0.3178026641431897,118536.495
91270.87187628866,25.4925434271521,215396.32734204616,0.3169285972073444,118536.605
91285.0276820646,25.48024339040233,215435.37535493704,0.3178997153709794,118586.485
91291.85021649548,25.474445651950045,215343.720992868,0.3181864272369581,118585.875
91281.95298030884,25.48344511435108,215327.40068664373,0.3178020912378816,118517.195
91243.93862663532,25.519043972453325,215514.95553719005,0.3171106451504453,118443.265
91286.42159041188,25.48137900834396,215411.8003576584,0.3176869190545309,118466.345
91309.16096908068,25.460222574679083,215342.7327029409,0.3179517742743809,118535.765
91280.54366262844,25.48761300192947,215459.00328064823,0.3181528700537548,118583.43
91315.07165721888,25.451718362623428,215453.1120152427,0.3181149880272763,118611.885
91294.9343255578,25.471730812009696,215282.538974934,0.3175512065828461,118559.185
91301.36580671735,25.4651027245827,215367.3416631933,0.3175345821978198,118474.395
91300.53144939478,25.46702375302205,215483.17311772733,0.3180489266920793,118527.555
91309.42965344654,25.458966611228146,215420.37909535647,0.31822005159275,118596.125
91311.33420019005,25.458306621458664,215569.58300642573,0.31847912153253,118647.645
91318.60351003864,25.452023297777888,215407.62088072512,0.3174752524528756,118711.765
91321.62480145662,25.451263424441105,215223.8144143784,0.3179550301705227,118701.785
91292.71504104986,25.47733428189844,215099.4221068202,0.3176974346933717,118625.675
91303.96864928234,25.46645445531573,215091.26397985287,0.3179432832811,118580.155
91315.80212009884,25.455996866454047,215121.57560860523,0.3179074848144594,118574.05
91302.51431695028,25.469701627305827,215474.60657039715,0.3177778045038106,118647.6
91332.60239071946,25.440874381903583,215379.5046467805,0.3184820279873306,118619.205
91315.90753681945,25.456615740560924,215279.8344545017,0.318182012565684,118693.99
91333.12194986074,25.441403435661243,215119.1764678128,0.3175845101071571,118658.02
91350.38941412796,25.426117730390057,215359.6922552714,0.3181511186114006,118717.735
91348.68975102028,25.427898852582803,215235.861379614,0.3183051667083033,118692.055
91344.83076346264,25.430431775808074,215274.78685677671,0.3178553496787888,118652.39
91339.21595746702,25.435865096573306,215437.7206900425,0.3189531105255556,118740.035
91323.8713508122,25.450375147394634,215354.71425685423,0.3187574008345358,118783.455
91346.2013588762,25.42946561998576,215557.1070798521,0.317236522875964,118862.925
91331.33026173372,25.437517562377444,215495.043002328,0.3186865625624147,118944.415
91359.32404483367,25.412397572079485,215997.58524651013,0.3190504396142984,119032.585
91375.793311953,25.395786392001007,215919.37751108603,0.3193239359550109,119099.415
91361.04931457478,25.410941028822,216235.8328413135,0.319852921748625,119111.755
91379.02038166251,25.39420698829137,216023.677451376,0.3197361075312727,119131.755
91366.13149576432,25.406049465192503,216221.9928014872,0.3189405867774005,119055.19
91357.8226281342,25.413296473237423,215811.96046947976,0.3184580838951522,119035.675
91368.85516624524,25.40264969651264,215960.202684894,0.317809043824502,118974.395
91373.84203368408,25.396995714211464,215819.09227671745,0.317840602632681,118939.285
91375.19043287307,25.39535731930929,216029.46704439065,0.3176052266489104,118955.925
91362.03818385865,25.408081763423954,215786.9062490943,0.3191295161718058,118910.795
91366.71444416347,25.40475836389576,215895.37431449987,0.3194422451196905,118905.525
91357.6844315164,25.41199098515461,215989.2618023397,0.3193781476885841,118984.995
91367.17707620825,25.40443650571957,216077.59520429585,0.3194380366666666,119019.06
91354.68582126369,25.416649889025365,215866.1423036016,0.3195011369438401,119001.795
91355.77241367314,25.41516081602896,215888.7757293681,0.3194951476708575,119032.485
91354.22194996996,25.417400896928623,215756.68598229377,0.3187492006929577,119001.135
91346.85147339788,25.42319892823655,215919.3452354079,0.3200848555820703,118983.705
91367.29653225042,25.399781978179377,215833.98761659284,0.3193323025928312,118936.25
91377.9134486787,25.375976692900576,215859.4541890804,0.3195353480077307,118948.905
91373.42609932437,25.37356256058281,215774.369867246,0.3151035858588784,118940.155
91382.9690753014,25.36417726750079,215908.56972430475,0.3156954541499395,118983.025
91384.3914857828,25.36467921034936,215909.3310753728,0.3188404744651349,118941.935
91387.33900069418,25.36051657170516,215712.9805711987,0.3188703786878519,118823.765
91386.58761832638,25.360076190213302,215877.1638842776,0.3188503720565718,118863.465
91380.6758450371,25.36617264853496,215720.73050768365,0.3191773322391181,118774.155
91380.6853670854,25.368407861823748,215742.59180750043,0.3180907857106068,118772.995
91371.6091402772,25.37532278645692,215579.2756005464,0.318031774989154,118770.295
91397.77022237644,25.351575614268683,215735.6420342801,0.3184451555564497,118810.59
91354.7574164297,25.393611161821163,215742.56897955897,0.3167240479285369,118705.99
91341.92388943328,25.40353050562348,215811.64275831525,0.3171458250165096,118574.705
91336.32541353143,25.409594261099585,215583.9963329584,0.3181933322304355,118624.955
91359.74282014024,25.38720444887769,215607.1208334003,0.3181715811106646,118641.585
91370.7259019292,25.37687924599665,215896.9111566984,0.3169844403441883,118665.505
91373.87327776726,25.375053439957377,215593.80528887105,0.3186603041181197,118724.675
91369.02204142851,25.379007938542426,215601.2336435229,0.318314485028126,118607.905
91356.85827004488,25.39094916557308,215662.30937037632,0.318003243543744,118593.38
91347.9882840349,25.399085326227723,215523.110640758,0.3178709402722017,118630.845
91357.89393827392,25.389503511398782,215515.0668309916,0.3175796170670413,118649.115
91359.2534963356,25.389600675190163,215772.9240468524,0.3178623451360489,118656.03
91361.3840027797,25.38783992215964,215609.3390573013,0.3179443384738407,118737.24
91368.83050904729,25.38089043573025,215640.8758702468,0.3175235276895248,118724.995
91364.80879354452,25.383649597560247,215719.98942473248,0.3181674372363021,118801.985
91382.2234064512,25.3671249766936,215720.98109421515,0.3176993878003057,118754.675
91362.94450473782,25.38634245924984,215532.64387778044,0.3182063474078535,118698.34
91395.05223761004,25.35524310111644,215657.1296743588,0.3179759011908016,118772.54
91374.9351068666,25.37436250315864,215658.014984321,0.317960390767066,118718.135
91358.1534110437,25.388443983068605,215497.4869987136,0.3151367248464383,118697.805
91349.9901112305,25.395959971518675,215598.6936193159,0.313616776649497,118571.195
91351.51331016178,25.395015514963976,215599.3826884401,0.3146121046359906,118549.75
91363.28042193026,25.38199013979092,215387.49113982983,0.3140981894870766,118500.775
91352.05553902056,25.393218022363342,215471.51761755484,0.3137168834667631,118536.175
91336.44835383008,25.409598802121653,215430.71153302264,0.3183716517901334,118425.645
91359.56864173352,25.38773824009539,215493.86746904647,0.3185791380784692,118477.015
91352.84875165878,25.39413954952638,215415.0738476986,0.3192222522379307,118532.125
91364.54264653864,25.38296174875252,215228.8770175579,0.3187423736270344,118500.325
91359.49113687334,25.38865240895789,215042.51674241817,0.3179323181571577,118482.57
91356.30169615216,25.390988356332848,215065.25830478632,0.3178247608043861,118485.795
91336.74501960164,25.4100631104932,215080.24299791863,0.3181600756804355,118469.74
91349.78019939332,25.3974303535224,215068.29566386552,0.3162194476854741,118453.465
